STATION,DATE,LATITUDE,LONGITUDE,temperature,wind_speed
1001099999,2025-02-01T09:00:00,70.9333333,-8.6666667,2.1,12.0
1001099999,2025-02-01T12:00:00,70.9333333,-8.6666667,2.3,13.0
1001099999,2025-02-01T15:00:00,70.9333333,-8.6666667,2.3,13.0
1001099999,2025-02-01T18:00:00,70.9333333,-8.6666667,2.2,12.1
1001099999,2025-02-01T21:00:00,70.9333333,-8.6666667,2.1,12.0
1001099999,2025-02-02T00:00:00,70.9333333,-8.6666667,2.0,4.8
1001099999,2025-02-02T03:00:00,70.9333333,-8.6666667,1.7,5.0
1001099999,2025-02-02T06:00:00,70.9333333,-8.6666667,1.4,5.0
1001099999,2025-02-02T09:00:00,70.9333333,-8.6666667,1.2,4.0
1001099999,2025-02-02T12:00:00,70.9333333,-8.6666667,1.5,8.0
1001099999,2025-02-02T15:00:00,70.9333333,-8.6666667,1.0,5.0
1001099999,2025-02-02T18:00:00,70.9333333,-8.6666667,0.6,2.9
1001099999,2025-02-02T21:00:00,70.9333333,-8.6666667,0.2,2.0
1001099999,2025-02-03T00:00:00,70.9333333,-8.6666667,0.6,0.8
1001099999,2025-02-03T03:00:00,70.9333333,-8.6666667,0.0,6.2
1001099999,2025-02-03T06:00:00,70.9333333,-8.6666667,1.1,7.0
1001099999,2025-02-03T09:00:00,70.9333333,-8.6666667,2.0,10.0
1001099999,2025-02-03T12:00:00,70.9333333,-8.6666667,2.3,15.0
1001099999,2025-02-03T15:00:00,70.9333333,-8.6666667,2.7,12.0
1001099999,2025-02-03T18:00:00,70.9333333,-8.6666667,3.2,13.4
1001099999,2025-02-03T21:00:00,70.9333333,-8.6666667,3.1,13.0
1001099999,2025-02-04T00:00:00,70.9333333,-8.6666667,2.5,15.0
1001099999,2025-02-04T03:00:00,70.9333333,-8.6666667,1.5,18.1
1001099999,2025-02-04T06:00:00,70.9333333,-8.6666667,1.0,19.0
1001099999,2025-02-04T09:00:00,70.9333333,-8.6666667,1.6,12.0
1001099999,2025-02-04T12:00:00,70.9333333,-8.6666667,1.4,10.0
1001099999,2025-02-04T15:00:00,70.9333333,-8.6666667,0.8,4.0
1001099999,2025-02-04T18:00:00,70.9333333,-8.6666667,0.0,4.1
1001099999,2025-02-04T21:00:00,70.9333333,-8.6666667,-0.2,6.3
1001099999,2025-02-05T00:00:00,70.9333333,-8.6666667,-0.1,7.0
1001099999,2025-02-05T03:00:00,70.9333333,-8.6666667,0.1,9.0
1001099999,2025-02-05T06:00:00,70.9333333,-8.6666667,-0.2,10.0
1001099999,2025-02-05T09:00:00,70.9333333,-8.6666667,0.1,8.0
1001099999,2025-02-05T12:00:00,70.9333333,-8.6666667,-0.3,10.0
1001099999,2025-02-05T15:00:00,70.9333333,-8.6666667,-0.9,11.0
1001099999,2025-02-05T18:00:00,70.9333333,-8.6666667,-0.7,9.5
1001099999,2025-02-05T21:00:00,70.9333333,-8.6666667,0.2,10.3
1001099999,2025-02-06T00:00:00,70.9333333,-8.6666667,0.5,11.4
1001099999,2025-02-06T03:00:00,70.9333333,-8.6666667,3.3,16.0
1001099999,2025-02-06T06:00:00,70.9333333,-8.6666667,2.3,9.0
1001099999,2025-02-06T09:00:00,70.9333333,-8.6666667,2.4,18.0
1001099999,2025-02-06T12:00:00,70.9333333,-8.6666667,-0.5,11.0
1001099999,2025-02-06T15:00:00,70.9333333,-8.6666667,-0.1,7.0
1001099999,2025-02-06T18:00:00,70.9333333,-8.6666667,0.7,7.8
1001099999,2025-02-06T21:00:00,70.9333333,-8.6666667,2.7,19.7
1001099999,2025-02-07T00:00:00,70.9333333,-8.6666667,0.7,14.2
1001099999,2025-02-07T03:00:00,70.9333333,-8.6666667,0.6,15.4
1001099999,2025-02-07T06:00:00,70.9333333,-8.6666667,-0.7,17.0
1001099999,2025-02-07T09:00:00,70.9333333,-8.6666667,0.0,15.0
1001099999,2025-02-07T12:00:00,70.9333333,-8.6666667,0.8,13.0
1001099999,2025-02-07T15:00:00,70.9333333,-8.6666667,1.2,11.0
1001099999,2025-02-07T18:00:00,70.9333333,-8.6666667,0.7,1.6
1001099999,2025-02-08T00:00:00,70.9333333,-8.6666667,1.0,12.3
1001099999,2025-02-08T03:00:00,70.9333333,-8.6666667,0.3,9.0
1001099999,2025-02-08T06:00:00,70.9333333,-8.6666667,0.9,12.0
1001099999,2025-02-08T09:00:00,70.9333333,-8.6666667,-3.0,12.0
1001099999,2025-02-08T12:00:00,70.9333333,-8.6666667,-3.7,6.0
1001099999,2025-02-08T15:00:00,70.9333333,-8.6666667,-4.6,4.0
1001099999,2025-02-08T18:00:00,70.9333333,-8.6666667,-5.2,4.0
1001099999,2025-02-08T21:00:00,70.9333333,-8.6666667,-1.2,10.5
1001099999,2025-02-09T00:00:00,70.9333333,-8.6666667,-0.2,9.6
1001099999,2025-02-09T03:00:00,70.9333333,-8.6666667,-6.0,9.4
1001099999,2025-02-09T06:00:00,70.9333333,-8.6666667,-7.3,9.0
1001099999,2025-02-09T09:00:00,70.9333333,-8.6666667,-8.1,9.0
1001099999,2025-02-09T12:00:00,70.9333333,-8.6666667,-8.2,8.0
1001099999,2025-02-09T15:00:00,70.9333333,-8.6666667,-7.6,4.0
1001099999,2025-02-09T18:00:00,70.9333333,-8.6666667,-6.8,2.0
1001099999,2025-02-10T00:00:00,70.9333333,-8.6666667,0.2,9.7
1001099999,2025-02-10T03:00:00,70.9333333,-8.6666667,0.7,7.8
1001099999,2025-02-10T06:00:00,70.9333333,-8.6666667,3.4,13.0
1001099999,2025-02-10T09:00:00,70.9333333,-8.6666667,2.4,13.0
1001099999,2025-02-10T12:00:00,70.9333333,-8.6666667,2.1,13.0
1001099999,2025-02-10T15:00:00,70.9333333,-8.6666667,1.7,14.0
1001099999,2025-02-10T18:00:00,70.9333333,-8.6666667,1.4,12.0
1001099999,2025-02-11T00:00:00,70.9333333,-8.6666667,2.6,11.0
1001099999,2025-02-11T03:00:00,70.9333333,-8.6666667,0.7,9.3
1001099999,2025-02-11T06:00:00,70.9333333,-8.6666667,-0.8,5.0
1001099999,2025-02-11T09:00:00,70.9333333,-8.6666667,-2.3,7.0
1001099999,2025-02-11T12:00:00,70.9333333,-8.6666667,-4.8,9.0
1001099999,2025-02-11T15:00:00,70.9333333,-8.6666667,-5.5,12.0
1001099999,2025-02-12T00:00:00,70.9333333,-8.6666667,-4.7,2.8
1001099999,2025-02-12T03:00:00,70.9333333,-8.6666667,-4.9,4.1
1001099999,2025-02-12T06:00:00,70.9333333,-8.6666667,-5.2,3.0
1001099999,2025-02-12T09:00:00,70.9333333,-8.6666667,-4.9,1.0
1001099999,2025-02-12T12:00:00,70.9333333,-8.6666667,-5.3,2.0
1001099999,2025-02-12T15:00:00,70.9333333,-8.6666667,-4.7,2.0
1001099999,2025-02-12T18:00:00,70.9333333,-8.6666667,-4.7,0.9
1001099999,2025-02-12T21:00:00,70.9333333,-8.6666667,-4.0,2.4
1001099999,2025-02-13T00:00:00,70.9333333,-8.6666667,-4.0,1.7
1001099999,2025-02-13T03:00:00,70.9333333,-8.6666667,-4.0,2.1
1001099999,2025-02-13T06:00:00,70.9333333,-8.6666667,-3.8,3.0
1001099999,2025-02-13T09:00:00,70.9333333,-8.6666667,-4.1,3.0
1001099999,2025-02-13T12:00:00,70.9333333,-8.6666667,-4.4,3.0
1001099999,2025-02-13T15:00:00,70.9333333,-8.6666667,-4.1,4.0
1001099999,2025-02-13T18:00:00,70.9333333,-8.6666667,-3.7,4.1
1001099999,2025-02-13T21:00:00,70.9333333,-8.6666667,-4.0,3.7
1001099999,2025-02-14T00:00:00,70.9333333,-8.6666667,-5.0,4.4
1001099999,2025-02-14T03:00:00,70.9333333,-8.6666667,-5.7,4.9
1001099999,2025-02-14T06:00:00,70.9333333,-8.6666667,-5.7,5.0
1001099999,2025-02-14T09:00:00,70.9333333,-8.6666667,-5.1,2.0
