"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","ED1","GA1","GA2","GA3","GA4","GE1","GF1","MA1","MW1","MW2","MW3","OC1","REM","EQD"
"01001499999","2025-01-29T08:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","130,1,N,0015,1","01676,1,C,N","009999,1,9,9","+0060,1","+0000,1","99999,9",,"07,1,+01676,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,07,1,99,9,01676,1,99,9,99,9","09960,1,99999,9",,,,,"MET052METAR ENSO 290850Z 13003KT 9999 BKN055 06/M00 Q0996=",
"01001499999","2025-01-29T09:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","350,1,N,0015,1","01524,1,C,N","009999,1,9,9","+0050,1","+0020,1","99999,9",,"07,1,+01524,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,07,1,99,9,01524,1,99,9,99,9","09960,1,99999,9",,,,,"MET051METAR ENSO 290920Z 35003KT 9999 BKN050 05/02 Q0996=",
"01001499999","2025-01-29T09:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","999,9,C,0000,1","01676,1,C,N","009999,1,9,9","+0050,1","+0020,1","99999,9",,"07,1,+01676,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,07,1,99,9,01676,1,99,9,99,9","09960,1,99999,9",,,,,"MET051METAR ENSO 290950Z 00000KT 9999 BKN055 05/02 Q0996=",
"01001499999","2025-01-29T10:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","170,1,N,0021,1","01676,1,C,N","009999,1,9,9","+0060,1","+0010,1","99999,9",,"07,1,+01676,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,07,1,99,9,01676,1,99,9,99,9","09970,1,99999,9",,,,,"MET051METAR ENSO 291020Z 17004KT 9999 BKN055 06/01 Q0997=",
"01001499999","2025-01-29T10:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","160,1,N,0021,1","01676,1,C,N","009999,1,9,9","+0070,1","+0000,1","99999,9",,"07,1,+01676,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,07,1,99,9,01676,1,99,9,99,9","09970,1,99999,9",,,,,"MET051METAR ENSO 291050Z 16004KT 9999 BKN055 07/00 Q0997=",
"01001499999","2025-01-29T11:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","100,1,N,0010,1","01920,1,C,N","009999,1,9,9","+0060,1","+0020,1","99999,9",,"02,1,+01219,1,99,9","04,1,+01920,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,01219,1,99,9,99,9","09970,1,99999,9",,,,,"MET058METAR ENSO 291120Z 10002KT 9999 FEW040 SCT063 06/02 Q0997=",
"01001499999","2025-01-29T11:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","999,9,V,0010,1","01829,1,C,N","009999,1,9,9","+0060,1","+0010,1","99999,9",,"02,1,+01158,1,99,9","04,1,+01829,1,99,9","07,1,+03048,1,99,9",,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,01158,1,99,9,99,9","09970,1,99999,9",,,,,"MET065METAR ENSO 291150Z VRB02KT 9999 FEW038 SCT060 BKN100 06/01 Q0997=",
"01001499999","2025-01-29T12:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","330,1,N,0010,1","01524,1,9,N","009999,1,9,9","+0060,1","+0020,1","99999,9",,"04,1,+01097,1,99,9","07,1,+01524,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,01097,1,99,9,99,9","09970,1,99999,9","16,1",,,,"MET063METAR ENSO 291220Z 33002KT 9999 VCSH SCT036 BKN050 06/02 Q0997=",
"01001499999","2025-01-29T12:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","999,9,V,0010,1","01829,1,9,N","009999,1,9,9","+0060,1","+0020,1","99999,9",,"04,1,+01067,1,99,9","07,1,+01829,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,01067,1,99,9,99,9","09970,1,99999,9","16,1",,,,"MET063METAR ENSO 291250Z VRB02KT 9999 VCSH SCT035 BKN060 06/02 Q0997=",
"01001499999","2025-01-29T13:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","330,1,N,0021,1","01981,1,9,N","009999,1,9,9","+0060,1","+0020,1","99999,9",,"04,1,+01463,1,99,9","07,1,+01981,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,01463,1,99,9,99,9","09970,1,99999,9",,,,,"MET058METAR ENSO 291320Z 33004KT 9999 SCT048 BKN065 06/02 Q0997=",
"01001499999","2025-01-29T13:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","350,1,N,0021,1","01524,1,C,N","009999,1,9,9","+0060,1","+0020,1","99999,9",,"02,1,+01067,1,99,9","04,1,+01524,1,99,9","07,1,+02286,1,99,9",,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,01067,1,99,9,99,9","09970,1,99999,9","16,1",,,,"MET070METAR ENSO 291350Z 35004KT 9999 VCSH FEW035 SCT050 BKN075 06/02 Q0997=",
"01001499999","2025-01-29T14:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","330,1,N,0015,1","01524,1,C,N","009999,1,9,9","+0060,1","+0030,1","99999,9",,"02,1,+01067,1,99,9","04,1,+01524,1,99,9","07,1,+02286,1,99,9",,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,01067,1,99,9,99,9","09970,1,99999,9","16,1",,,,"MET070METAR ENSO 291420Z 33003KT 9999 VCSH FEW035 SCT050 BKN075 06/03 Q0997=",
"01001499999","2025-01-29T14:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","340,1,N,0015,1","01524,1,C,N","009999,1,9,9","+0060,1","+0030,1","99999,9",,"02,1,+00914,1,99,9","04,1,+01524,1,99,9","07,1,+02286,1,99,9",,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00914,1,99,9,99,9","09970,1,99999,9","16,1",,,,"MET070METAR ENSO 291450Z 34003KT 9999 VCSH FEW030 SCT050 BKN075 06/03 Q0997=",
"01001499999","2025-01-29T15:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","320,1,N,0015,1","01219,1,C,N","009999,1,9,9","+0060,1","+0030,1","99999,9",,"02,1,+00914,1,99,9","04,1,+01219,1,99,9","07,1,+02134,1,99,9",,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00914,1,99,9,99,9","09980,1,99999,9","16,1",,,,"MET070METAR ENSO 291520Z 32003KT 9999 VCSH FEW030 SCT040 BKN070 06/03 Q0998=",
"01001499999","2025-01-29T15:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","360,1,N,0015,1","01676,1,C,N","009999,1,9,9","+0060,1","+0020,1","99999,9",,"02,1,+01067,1,99,9","04,1,+01676,1,99,9","07,1,+02743,1,99,9",,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,01067,1,99,9,99,9","09980,1,99999,9","16,1",,,,"MET070METAR ENSO 291550Z 36003KT 9999 VCSH FEW035 SCT055 BKN090 06/02 Q0998=",
"01001499999","2025-01-29T16:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","999,9,V,0010,1","01829,1,C,N","009999,1,9,9","+0050,1","+0030,1","99999,9",,"02,1,+01067,1,99,9","04,1,+01829,1,99,9","07,1,+03048,1,99,9",,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,01067,1,99,9,99,9","09980,1,99999,9","16,1",,,,"MET070METAR ENSO 291620Z VRB02KT 9999 VCSH FEW035 SCT060 BKN100 05/03 Q0998=",
"01001499999","2025-01-29T16:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","999,9,V,0010,1","01981,1,C,N","009999,1,9,9","+0050,1","+0030,1","99999,9",,"02,1,+01158,1,99,9","04,1,+01981,1,99,9","07,1,+03962,1,99,9",,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,01158,1,99,9,99,9","09980,1,99999,9",,,,,"MET065METAR ENSO 291650Z VRB02KT 9999 FEW038 SCT065 BKN130 05/03 Q0998=",
"01001499999","2025-01-29T17:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","999,9,V,0010,1","99999,9,9,Y","009900,5,9,9","+0050,1","+0020,1","99999,9",,,,,,,,"09980,1,99999,9",,,,,"MET045METAR ENSO 291720Z VRB02KT CAVOK 05/02 Q0998=",
"01001499999","2025-01-29T17:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","999,9,V,0010,1","02743,1,9,N","009999,1,9,9","+0030,1","+0020,1","99999,9",,"02,1,+01372,1,99,9","07,1,+02743,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,01372,1,99,9,99,9","09980,1,99999,9",,,,,"MET058METAR ENSO 291750Z VRB02KT 9999 FEW045 BKN090 03/02 Q0998=",
"01001499999","2025-01-29T18:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","999,9,V,0005,1","02591,1,9,N","009999,1,9,9","+0040,1","+0020,1","99999,9",,"02,1,+01372,1,99,9","07,1,+02591,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,01372,1,99,9,99,9","09980,1,99999,9",,,,,"MET058METAR ENSO 291820Z VRB01KT 9999 FEW045 BKN085 04/02 Q0998=",
"01001499999","2025-01-30T04:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","180,1,N,0015,1","00610,1,C,N","009999,1,9,9","+0030,1","+0010,1","99999,9",,"04,1,+00457,1,99,9","04,1,+00610,1,99,9","07,1,+00853,1,99,9",,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00457,1,99,9,99,9","10020,1,99999,9",,,,,"MET065METAR ENSO 300450Z 18003KT 9999 SCT015 SCT020 BKN028 03/01 Q1002=",
"01001499999","2025-01-30T05:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","170,1,V,0021,1","00457,1,C,N","009999,1,9,9","+0040,1","+0010,1","99999,9",,"07,1,+00457,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,07,1,99,9,00457,1,99,9,99,9","10020,1,99999,9",,,,,"MET059METAR ENSO 300520Z 17004KT 140V230 9999 BKN015 04/01 Q1002=",
"01001499999","2025-01-30T05:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","170,1,V,0015,1","00366,1,9,N","009999,1,9,9","+0030,1","+0020,1","99999,9",,"04,1,+00213,1,99,9","07,1,+00366,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00213,1,99,9,99,9","10030,1,99999,9","81,1",,,,"MET071METAR ENSO 300550Z 17003KT 140V230 9999 SHRA SCT007 BKN012 03/02 Q1003=",
"01001499999","2025-01-30T06:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","150,1,V,0010,1","00366,1,9,N","009999,1,9,9","+0030,1","+0020,1","99999,9",,"04,1,+00213,1,99,9","07,1,+00366,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00213,1,99,9,99,9","10030,1,99999,9","81,1",,,,"MET071METAR ENSO 300620Z 15002KT 100V210 9999 SHRA SCT007 BKN012 03/02 Q1003=",
"01001499999","2025-01-30T06:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","110,1,N,0026,1","00305,1,C,N","009999,1,9,9","+0030,1","+0030,1","99999,9",,"07,1,+00305,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,07,1,99,9,00305,1,99,9,99,9","10040,1,99999,9",,,,,"MET051METAR ENSO 300650Z 11005KT 9999 BKN010 03/03 Q1004=",
"01001499999","2025-01-30T07:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","110,1,N,0026,1","00335,1,C,N","009999,1,9,9","+0030,1","+0030,1","99999,9",,"07,1,+00335,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,07,1,99,9,00335,1,99,9,99,9","10040,1,99999,9",,,,,"MET051METAR ENSO 300720Z 11005KT 9999 BKN011 03/03 Q1004=",
"01001499999","2025-01-30T08:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","130,1,N,0041,1","00305,1,C,N","009999,1,9,9","+0030,1","+0030,1","99999,9",,"07,1,+00305,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,07,1,99,9,00305,1,99,9,99,9","10040,1,99999,9",,,,,"MET051METAR ENSO 300820Z 13008KT 9999 BKN010 03/03 Q1004=",
"01001499999","2025-01-30T08:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","110,1,N,0036,1","00183,1,C,N","009999,1,9,9","+0030,1","+0030,1","99999,9",,"07,1,+00183,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,07,1,99,9,00183,1,99,9,99,9","10050,1,99999,9",,,,,"MET051METAR ENSO 300850Z 11007KT 9999 BKN006 03/03 Q1005=",
"01001499999","2025-01-30T09:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","110,1,N,0036,1","00183,1,C,N","009999,1,9,9","+0030,1","+0030,1","99999,9",,"07,1,+00183,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,07,1,99,9,00183,1,99,9,99,9","10050,1,99999,9",,,,,"MET051METAR ENSO 300920Z 11007KT 9999 BKN006 03/03 Q1005=",
"01001499999","2025-01-30T09:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","110,1,N,0041,1","00122,1,C,N","009999,1,9,9","+0030,1","+0030,1","99999,9",,"07,1,+00122,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,07,1,99,9,00122,1,99,9,99,9","10050,1,99999,9",,,,,"MET051METAR ENSO 300950Z 11008KT 9999 BKN004 03/03 Q1005=",
"01001499999","2025-01-30T10:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","110,1,N,0036,1","00122,1,C,N","009999,1,9,9","+0030,1","+0030,1","99999,9",,"07,1,+00122,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,07,1,99,9,00122,1,99,9,99,9","10060,1,99999,9",,,,,"MET051METAR ENSO 301020Z 11007KT 9999 BKN004 03/03 Q1006=",
"01001499999","2025-01-30T10:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","120,1,N,0041,1","00091,1,C,N","009999,1,9,9","+0040,1","+0040,1","99999,9",,"07,1,+00091,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,07,1,99,9,00091,1,99,9,99,9","10060,1,99999,9",,,,,"MET051METAR ENSO 301050Z 12008KT 9999 BKN003 04/04 Q1006=",
"01001499999","2025-01-30T11:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","120,1,N,0036,1","01067,1,9,N","009999,1,9,9","+0040,1","+0040,1","99999,9",,"04,1,+00122,1,99,9","07,1,+01067,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00122,1,99,9,99,9","10060,1,99999,9",,,,,"MET058METAR ENSO 301120Z 12007KT 9999 SCT004 BKN035 04/04 Q1006=",
"01001499999","2025-01-30T11:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","130,1,N,0036,1","00305,1,C,N","009999,1,9,9","+0040,1","+0040,1","99999,9",,"02,1,+00183,1,99,9","04,1,+00305,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00183,1,99,9,99,9","10060,1,99999,9",,,,,"MET058METAR ENSO 301150Z 13007KT 9999 FEW006 SCT010 04/04 Q1006=",
"01001499999","2025-01-30T12:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","110,1,N,0041,1","00305,1,C,N","009999,1,9,9","+0040,1","+0040,1","99999,9",,"02,1,+00213,1,99,9","04,1,+00305,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00213,1,99,9,99,9","10060,1,99999,9",,,,,"MET058METAR ENSO 301220Z 11008KT 9999 FEW007 SCT010 04/04 Q1006=",
"01001499999","2025-01-30T12:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","100,1,N,0041,1","00305,1,C,N","009999,1,9,9","+0040,1","+0040,1","99999,9",,"02,1,+00213,1,99,9","04,1,+00305,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00213,1,99,9,99,9","10060,1,99999,9",,,,,"MET058METAR ENSO 301250Z 10008KT 9999 FEW007 SCT010 04/04 Q1006=",
"01001499999","2025-01-30T13:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","110,1,N,0031,1","00305,1,C,N","009999,1,9,9","+0040,1","+0040,1","99999,9",,"02,1,+00213,1,99,9","04,1,+00305,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00213,1,99,9,99,9","10070,1,99999,9","16,1",,,,"MET063METAR ENSO 301320Z 11006KT 9999 VCSH FEW007 SCT010 04/04 Q1007=",
"01001499999","2025-01-30T13:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","110,1,N,0031,1","00366,1,C,N","009999,1,9,9","+0040,1","+0040,1","99999,9",,"02,1,+00274,1,99,9","04,1,+00366,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00274,1,99,9,99,9","10070,1,99999,9","16,1",,,,"MET063METAR ENSO 301350Z 11006KT 9999 VCSH FEW009 SCT012 04/04 Q1007=",
"01001499999","2025-01-30T14:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","130,1,N,0031,1","00427,1,C,N","009999,1,9,9","+0040,1","+0030,1","99999,9",,"02,1,+00305,1,99,9","04,1,+00427,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00305,1,99,9,99,9","10070,1,99999,9",,,,,"MET058METAR ENSO 301420Z 13006KT 9999 FEW010 SCT014 04/03 Q1007=",
"01001499999","2025-01-30T14:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","130,1,N,0026,1","99999,9,9,N","009999,1,9,9","+0040,1","+0030,1","99999,9",,"04,1,+00366,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00366,1,99,9,99,9","10070,1,99999,9",,,,,"MET051METAR ENSO 301450Z 13005KT 9999 SCT012 04/03 Q1007=",
"01001499999","2025-01-30T15:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","120,1,N,0026,1","99999,9,9,N","009999,1,9,9","+0040,1","+0030,1","99999,9",,"04,1,+00366,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00366,1,99,9,99,9","10080,1,99999,9",,,,,"MET051METAR ENSO 301520Z 12005KT 9999 SCT012 04/03 Q1008=",
"01001499999","2025-01-30T15:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","140,1,N,0046,1","99999,9,9,N","009999,1,9,9","+0040,1","+0040,1","99999,9",,"04,1,+00366,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00366,1,99,9,99,9","10080,1,99999,9",,,,,"MET051METAR ENSO 301550Z 14009KT 9999 SCT012 04/04 Q1008=",
"01001499999","2025-01-30T16:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","140,1,N,0026,1","99999,9,9,N","009999,1,9,9","+0030,1","+0030,1","99999,9",,"02,1,+00366,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00366,1,99,9,99,9","10080,1,99999,9",,,,,"MET051METAR ENSO 301620Z 14005KT 9999 FEW012 03/03 Q1008=",
"01001499999","2025-01-30T16:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","140,1,N,0036,1","99999,9,9,N","009999,1,9,9","+0030,1","+0030,1","99999,9",,"02,1,+00366,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00366,1,99,9,99,9","10090,1,99999,9",,,,,"MET051METAR ENSO 301650Z 14007KT 9999 FEW012 03/03 Q1009=",
"01001499999","2025-01-30T17:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","120,1,N,0036,1","99999,9,9,N","009999,1,9,9","+0030,1","+0030,1","99999,9",,"02,1,+00366,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00366,1,99,9,99,9","10090,1,99999,9",,,,,"MET051METAR ENSO 301720Z 12007KT 9999 FEW012 03/03 Q1009=",
"01001499999","2025-01-30T17:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","120,1,N,0031,1","00518,1,C,N","009999,1,9,9","+0030,1","+0030,1","99999,9",,"02,1,+00366,1,99,9","04,1,+00518,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00366,1,99,9,99,9","10090,1,99999,9",,,,,"MET058METAR ENSO 301750Z 12006KT 9999 FEW012 SCT017 03/03 Q1009=",
"01001499999","2025-01-30T18:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","130,1,N,0031,1","00518,1,C,N","009999,1,9,9","+0030,1","+0030,1","99999,9",,"02,1,+00366,1,99,9","04,1,+00518,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00366,1,99,9,99,9","10090,1,99999,9",,,,,"MET058METAR ENSO 301820Z 13006KT 9999 FEW012 SCT017 03/03 Q1009=",
"01001499999","2025-01-31T04:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","180,1,N,0015,1","99999,9,9,Y","009900,5,9,9","+0010,1","+0010,1","99999,9",,,,,,,,"10150,1,99999,9",,,,,"MET045METAR ENSO 310450Z 18003KT CAVOK 01/01 Q1015=",
"01001499999","2025-01-31T05:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","150,1,N,0010,1","99999,9,9,Y","009900,5,9,9","+0000,1","+0000,1","99999,9",,,,,,,,"10160,1,99999,9",,,,,"MET045METAR ENSO 310520Z 15002KT CAVOK 00/00 Q1016=",
"01001499999","2025-01-31T05:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","320,1,N,0010,1","99999,9,9,Y","009900,5,9,9","+0010,1","+0000,1","99999,9",,,,,,,,"10160,1,99999,9",,,,,"MET045METAR ENSO 310550Z 32002KT CAVOK 01/00 Q1016=",
"01001499999","2025-01-31T06:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","050,1,N,0005,1","99999,9,9,Y","009900,5,9,9","+0000,1","+0000,1","99999,9",,,,,,,,"10170,1,99999,9",,,,,"MET045METAR ENSO 310620Z 05001KT CAVOK 00/00 Q1017=",
"01001499999","2025-01-31T06:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","220,1,N,0010,1","99999,9,9,Y","009900,5,9,9","+0000,1","+0000,1","99999,9",,,,,,,,"10180,1,99999,9",,,,,"MET045METAR ENSO 310650Z 22002KT CAVOK 00/00 Q1018=",
"01001499999","2025-01-31T07:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","170,1,N,0015,1","99999,9,9,Y","009900,5,9,9","+0010,1","+0010,1","99999,9",,,,,,,,"10180,1,99999,9",,,,,"MET045METAR ENSO 310720Z 17003KT CAVOK 01/01 Q1018=",
"01001499999","2025-01-31T07:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","210,1,N,0021,1","99999,9,9,Y","009900,5,9,9","+0010,1","+0000,1","99999,9",,,,,,,,"10180,1,99999,9",,,,,"MET045METAR ENSO 310750Z 21004KT CAVOK 01/00 Q1018=",
"01001499999","2025-01-31T08:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","170,1,N,0015,1","99999,9,9,Y","009900,5,9,9","+0000,1","+0000,1","99999,9",,,,,,,,"10190,1,99999,9",,,,,"MET045METAR ENSO 310820Z 17003KT CAVOK 00/00 Q1019=",
"01001499999","2025-01-31T08:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","170,1,N,0015,1","99999,9,9,Y","009900,5,9,9","+0010,1","+0010,1","99999,9",,,,,,,,"10190,1,99999,9",,,,,"MET045METAR ENSO 310850Z 17003KT CAVOK 01/01 Q1019=",
"01001499999","2025-01-31T09:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","130,1,N,0015,1","99999,9,9,Y","009900,5,9,9","+0010,1","+0000,1","99999,9",,,,,,,,"10200,1,99999,9",,,,,"MET045METAR ENSO 310920Z 13003KT CAVOK 01/00 Q1020=",
"01001499999","2025-01-31T09:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","120,1,N,0015,1","99999,9,9,Y","009900,5,9,9","+0010,1","+0010,1","99999,9",,,,,,,,"10200,1,99999,9",,,,,"MET045METAR ENSO 310950Z 12003KT CAVOK 01/01 Q1020=",
"01001499999","2025-01-31T10:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","130,1,N,0031,1","99999,9,9,Y","009900,5,9,9","+0030,1","+0020,1","99999,9",,,,,,,,"10200,1,99999,9",,,,,"MET045METAR ENSO 311020Z 13006KT CAVOK 03/02 Q1020=",
"01001499999","2025-01-31T10:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","140,1,N,0021,1","99999,9,9,Y","009900,5,9,9","+0040,1","+0020,1","99999,9",,,,,,,,"10200,1,99999,9",,,,,"MET045METAR ENSO 311050Z 14004KT CAVOK 04/02 Q1020=",
"01001499999","2025-01-31T11:20:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","150,1,N,0026,1","99999,9,9,Y","009900,5,9,9","+0040,1","+0010,1","99999,9",,,,,,,,"10200,1,99999,9",,,,,"MET045METAR ENSO 311120Z 15005KT CAVOK 04/01 Q1020=",
"01001499999","2025-01-31T11:50:00","4","59.791925","5.34085","48.76","SORSTOKKEN STORD, NO","FM-15","99999","V020","160,1,V,0015,1","99999,9,9,Y","009900,5,9,9","+0040,1","+0010,1","99999,9",,,,,,,,"10210,1,99999,9",,,,,"MET053METAR ENSO 311150Z 16003KT 120V230 CAVOK 04/01 Q1021=",
