"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AW1","AW2","ED1","GA1","GA2","GA3","GE1","GF1","KA1","KA2","MA1","MD1","MW1","MW2","OC1","OD1","OD2","REM","EQD"
"01089099999","2025-04-28T08:50:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","060,1,N,0051,1","00305,1,C,N","002000,1,9,9","-0030,1","-0050,1","99999,9",,,,"02,1,+00030,1,99,9","04,1,+00305,1,99,9","07,1,+00640,1,99,9","9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00030,1,99,9,99,9",,,"10100,1,99999,9",,"71,1",,,,,"MET094METAR ENKR 280850Z 06010KT 2000 -SN FEW001 SCT010 BKN021 M03/M05 Q1010 RMK WIND 731FT 06013KT=",
"01089099999","2025-04-28T09:00:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-12","99999","V020","060,1,N,0050,1","99999,9,9,N","999999,9,9,9","-0023,1","-0062,1","10116,1",,,,,,,,,"240,M,-0001,1","240,N,-0030,1","99999,9,10007,1","4,1,000,1,+999,9",,,,"3,99,0080,1,999",,"SYN07601089 46/// /0605 11023 21062 30007 40116 54000 333 11001 21030 90710 91108=",
"01089099999","2025-04-28T09:20:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","070,1,N,0057,1","00671,1,9,N","009999,1,9,9","-0030,1","-0060,1","99999,9",,,,"02,1,+00244,1,99,9","07,1,+00671,1,99,9",,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00244,1,99,9,99,9",,,"10110,1,99999,9",,"71,1",,,,,"MET087METAR ENKR 280920Z 07011KT 9999 -SN FEW008 BKN022 M03/M06 Q1011 RMK WIND 731FT 07015KT=",
"01089099999","2025-04-28T09:50:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","090,1,N,0036,1","01219,1,9,N","009999,1,9,9","-0020,1","-0060,1","99999,9",,,,"02,1,+00640,1,99,9","07,1,+01219,1,99,9",,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00640,1,99,9,99,9",,,"10110,1,99999,9",,,,,,,"MET083METAR ENKR 280950Z 09007KT 9999 FEW021 BKN040 M02/M06 Q1011 RMK WIND 731FT 08009KT=",
"01089099999","2025-04-28T10:00:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-12","99999","V020","050,1,N,0030,1","99999,9,9,N","999999,9,9,9","+0000,1","-0059,1","10117,1",,,,,,,,,"240,M,+0002,1","240,N,-0029,1","99999,9,10009,1","3,1,001,1,+999,9",,,,"3,99,0080,1,999",,"SYN07601089 46/// /0503 10000 21059 30009 40117 53001 333 10002 21029 90710 91108=",
"01089099999","2025-04-28T10:20:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","070,1,N,0057,1","00610,1,9,N","009999,1,9,9","-0030,1","-0050,1","99999,9",,,,"02,1,+00152,1,99,9","07,1,+00610,1,99,9",,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00152,1,99,9,99,9",,,"10110,1,99999,9",,"71,1",,,,,"MET087METAR ENKR 281020Z 07011KT 9999 -SN FEW005 BKN020 M03/M05 Q1011 RMK WIND 731FT 06010KT=",
"01089099999","2025-04-28T10:50:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","140,1,N,0026,1","00823,1,C,N","009999,1,9,9","-0020,1","-0060,1","99999,9",,,,"02,1,+00549,1,99,9","04,1,+00823,1,99,9","07,1,+01768,1,99,9","9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00549,1,99,9,99,9",,,"10110,1,99999,9",,,,,,,"MET090METAR ENKR 281050Z 14005KT 9999 FEW018 SCT027 BKN058 M02/M06 Q1011 RMK WIND 731FT 11007KT=",
"01089099999","2025-04-28T11:00:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-12","99999","V020","080,1,N,0020,1","99999,9,9,N","999999,9,9,9","-0026,1","-0061,1","10120,1",,,,,,,,,"240,M,-0001,1","240,N,-0036,1","99999,9,10011,1","2,1,006,1,+999,9",,,,"3,99,0070,1,999",,"SYN07601089 46/// /0802 11026 21061 30011 40120 52006 333 11001 21036 90710 91107=",
"01089099999","2025-04-28T11:20:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","090,1,N,0026,1","00823,1,9,N","009999,1,9,9","-0010,1","-0060,1","99999,9",,,,"04,1,+00671,1,99,9","07,1,+00823,1,99,9",,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00671,1,99,9,99,9",,,"10110,1,99999,9",,"16,1",,,,,"MET088METAR ENKR 281120Z 09005KT 9999 VCSH SCT022 BKN027 M01/M06 Q1011 RMK WIND 731FT 08008KT=",
"01089099999","2025-04-28T11:50:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","100,1,N,0015,1","00884,1,C,N","009999,1,9,9","+0000,1","-0070,1","99999,9",,,,"02,1,+00091,1,99,9","04,1,+00884,1,99,9",,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00091,1,99,9,99,9",,,"10110,1,99999,9",,,,,,,"MET083METAR ENKR 281150Z 10003KT 9999 FEW003 SCT029 M00/M07 Q1011 RMK WIND 731FT 08007KT=",
"01089099999","2025-04-28T12:00:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-12","99999","V020","070,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0009,1","-0073,1","10120,1",,,,,,,,,"240,M,+0009,1","240,N,-0027,1","99999,9,10013,1","2,1,006,1,+999,9",,,,"3,99,0040,1,999",,"SYN07601089 46/// /0701 10009 21073 30013 40120 52006 333 10009 21027 90710 91104=",
"01089099999","2025-04-28T12:20:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","040,1,V,0031,1","99999,9,9,N","009999,1,9,9","+0000,1","-0080,1","99999,9",,,,"02,1,+00884,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00884,1,99,9,99,9",,,"10110,1,99999,9",,,,,,,"MET084METAR ENKR 281220Z 04006KT 010V080 9999 FEW029 M00/M08 Q1011 RMK WIND 731FT 06008KT=",
"01089099999","2025-04-28T12:50:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","040,1,N,0041,1","99999,9,9,N","009999,1,9,9","-0010,1","-0090,1","99999,9",,,,"02,1,+00975,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00975,1,99,9,99,9",,,"10110,1,99999,9",,,,,,,"MET076METAR ENKR 281250Z 04008KT 9999 FEW032 M01/M09 Q1011 RMK WIND 731FT 06012KT=",
"01089099999","2025-04-28T13:00:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-12","99999","V020","360,1,N,0050,1","99999,9,9,N","999999,9,9,9","-0013,1","-0083,1","10120,1",,,,,,,,,"240,M,+0009,1","240,N,-0019,1","99999,9,10012,1","9,9,003,1,+999,9",,,,"3,99,0070,1,999",,"SYN07601089 46/// /3605 11013 21083 30012 40120 50003 333 10009 21019 90710 91107=",
"01089099999","2025-04-28T13:20:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","040,1,V,0036,1","01189,1,C,N","009999,1,9,9","+0000,1","-0080,1","99999,9",,,,"02,1,+00945,1,99,9","04,1,+01189,1,99,9",,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00945,1,99,9,99,9",,,"10110,1,99999,9",,,,,,,"MET091METAR ENKR 281320Z 04007KT 350V050 9999 FEW031 SCT039 M00/M08 Q1011 RMK WIND 731FT 04010KT=",
"01089099999","2025-04-28T14:00:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-12","99999","V020","360,1,N,0050,1","99999,9,9,N","999999,9,9,9","-0003,1","-0084,1","10121,1",,,,,,,,,"240,M,+0000,1","240,N,-0010,1","99999,9,10013,1","2,1,002,1,+999,9",,,,"3,99,0070,1,999",,"SYN07601089 46/// /3605 11003 21084 30013 40121 52002 333 10000 21010 90710 91107=",
"01089099999","2025-04-28T14:20:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","030,1,N,0041,1","99999,9,9,Y","009900,5,9,9","+0000,1","-0080,1","99999,9",,,,,,,,,,,"10110,1,99999,9",,,,,,,"MET070METAR ENKR 281420Z 03008KT CAVOK M00/M08 Q1011 RMK WIND 731FT 04012KT=",
"01089099999","2025-04-28T14:50:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","010,1,N,0046,1","99999,9,9,Y","009900,5,9,9","-0010,1","-0080,1","99999,9",,,,,,,,,,,"10110,1,99999,9",,,,,,,"MET070METAR ENKR 281450Z 01009KT CAVOK M01/M08 Q1011 RMK WIND 731FT 02011KT=",
"01089099999","2025-04-28T15:00:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-12","99999","V020","350,1,N,0050,1","99999,9,9,N","999999,9,9,9","-0008,1","-0072,1","10122,1",,,,,,,,,"240,M,-0002,1","240,N,-0008,1","99999,9,10014,1","2,9,002,9,+999,9",,,,"3,99,0070,1,999",,"SYN07601089 46/// /3505 11008 21072 30014 40122 54001 333 11002 21008 90710 91107=","Q01.1    3APC3  Q024     3APCTEN"
"01089099999","2025-04-28T15:20:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","350,1,N,0051,1","99999,9,9,Y","009900,5,9,9","-0010,1","-0080,1","99999,9",,,,,,,,,,,"10110,1,99999,9",,,,,,,"MET070METAR ENKR 281520Z 35010KT CAVOK M01/M08 Q1011 RMK WIND 731FT 01012KT=",
"01089099999","2025-04-28T15:50:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","350,1,N,0046,1","99999,9,9,Y","009900,5,9,9","-0010,1","-0080,1","99999,9",,,,,,,,,,,"10110,1,99999,9",,,,,,,"MET070METAR ENKR 281550Z 35009KT CAVOK M01/M08 Q1011 RMK WIND 731FT 01010KT=",
"01089099999","2025-04-28T16:00:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-12","99999","V020","350,1,N,0050,1","99999,9,9,N","999999,9,9,9","-0015,1","-0062,1","10123,1",,,,,,,,,"240,M,-0006,1","240,N,-0015,1","99999,9,10014,1","2,1,003,1,+999,9",,,,"3,99,0060,1,999",,"SYN07601089 46/// /3505 11015 21062 30014 40123 52003 333 11006 21015 90710 91106=",
"01089099999","2025-04-28T16:20:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","360,1,N,0041,1","99999,9,9,N","009999,1,9,9","-0020,1","-0060,1","99999,9",,,,"04,1,+00884,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00884,1,99,9,99,9",,,"10110,1,99999,9",,,,,,,"MET076METAR ENKR 281620Z 36008KT 9999 SCT029 M02/M06 Q1011 RMK WIND 731FT 01011KT=",
"01089099999","2025-04-28T16:50:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","360,1,N,0041,1","00823,1,C,N","009999,1,9,9","-0020,1","-0060,1","99999,9",,,,"07,1,+00823,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,07,1,99,9,00823,1,99,9,99,9",,,"10110,1,99999,9",,,,,,,"MET076METAR ENKR 281650Z 36008KT 9999 BKN027 M02/M06 Q1011 RMK WIND 731FT 01011KT=",
"01089099999","2025-04-28T17:00:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-12","99999","V020","340,1,N,0050,1","99999,9,9,N","999999,9,9,9","-0019,1","-0051,1","10124,1",,,,,,,,,"240,M,-0016,1","240,N,-0020,1","99999,9,10015,1","2,1,002,1,+999,9",,,,"3,99,0070,1,999",,"SYN07601089 46/// /3405 11019 21051 30015 40124 52002 333 11016 21020 90710 91107=",
"01089099999","2025-04-28T17:20:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","350,1,N,0046,1","00823,1,9,N","009999,1,9,9","-0020,1","-0050,1","99999,9",,,,"04,1,+00549,1,99,9","07,1,+00823,1,99,9",,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00549,1,99,9,99,9",,,"10110,1,99999,9",,,,,,,"MET083METAR ENKR 281720Z 35009KT 9999 SCT018 BKN027 M02/M05 Q1011 RMK WIND 731FT 36011KT=",
"01089099999","2025-04-28T17:50:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","350,1,V,0031,1","00792,1,C,N","009999,1,9,9","-0020,1","-0050,1","99999,9",,,,"02,1,+00549,1,99,9","04,1,+00792,1,99,9","07,1,+01067,1,99,9","9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00549,1,99,9,99,9",,,"10110,1,99999,9",,,,,,,"MET098METAR ENKR 281750Z 35006KT 330V030 9999 FEW018 SCT026 BKN035 M02/M05 Q1011 RMK WIND 731FT 36008KT=",
"01089099999","2025-04-28T18:00:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-12","99999","V020","350,1,N,0050,1","99999,9,9,N","999999,9,9,9","-0018,1","-0039,1","10124,1",,,,,,,,,"120,M,+0009,1","120,N,-0036,1","99999,9,10016,1","2,1,002,1,+999,9",,,,"3,99,0080,1,999",,"SYN07601089 46/// /3505 11018 21039 30016 40124 52002 333 10009 21036 90710 91108=",
"01089099999","2025-04-28T18:20:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","020,1,N,0051,1","01097,1,C,N","009999,1,9,9","-0020,1","-0040,1","99999,9",,,,"02,1,+00335,1,99,9","04,1,+01097,1,99,9","07,1,+01494,1,99,9","9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00335,1,99,9,99,9",,,"10110,1,99999,9",,,,,,,"MET090METAR ENKR 281820Z 02010KT 9999 FEW011 SCT036 BKN049 M02/M04 Q1011 RMK WIND 731FT 02015KT=",
"01089099999","2025-04-28T18:50:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","010,1,N,0041,1","00610,1,C,N","009999,1,9,9","-0020,1","-0040,1","99999,9",,,,"02,1,+00366,1,99,9","04,1,+00610,1,99,9","07,1,+00853,1,99,9","9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00366,1,99,9,99,9",,,"10110,1,99999,9",,"71,1",,,,,"MET094METAR ENKR 281850Z 01008KT 9999 -SN FEW012 SCT020 BKN028 M02/M04 Q1011 RMK WIND 731FT 02011KT=",
"01089099999","2025-04-28T19:00:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-12","99999","V020","340,1,N,0050,1","99999,9,9,N","999999,9,9,9","-0022,1","-0044,1","10127,1",,,,,,,,,"240,M,-0018,1","240,N,-0022,1","99999,9,10018,1","2,1,003,1,+999,9",,,,"3,99,0070,1,999",,"SYN07601089 46/// /3405 11022 21044 30018 40127 52003 333 11018 21022 90710 91107=",
"01089099999","2025-04-28T19:20:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","010,1,N,0046,1","01494,1,9,N","009999,1,9,9","-0020,1","-0050,1","99999,9",,,,"02,1,+00579,1,99,9","07,1,+01494,1,99,9",,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00579,1,99,9,99,9",,,"10120,1,99999,9",,,,,,,"MET083METAR ENKR 281920Z 01009KT 9999 FEW019 BKN049 M02/M05 Q1012 RMK WIND 731FT 36010KT=",
"01089099999","2025-04-28T19:50:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","360,1,N,0046,1","01494,1,C,N","009999,1,9,9","-0030,1","-0070,1","99999,9",,,,"07,1,+01494,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,07,1,99,9,01494,1,99,9,99,9",,,"10120,1,99999,9",,,,,,,"MET076METAR ENKR 281950Z 36009KT 9999 BKN049 M03/M07 Q1012 RMK WIND 731FT 01014KT=",
"01089099999","2025-04-28T20:00:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-12","99999","V020","350,1,N,0060,1","99999,9,9,N","999999,9,9,9","-0029,1","-0063,1","10127,1",,,,,,,,,"240,M,-0021,1","240,N,-0029,1","99999,9,10018,1","2,1,003,1,+999,9",,,,"3,99,0080,1,999",,"SYN07601089 46/// /3506 11029 21063 30018 40127 52003 333 11021 21029 90710 91108=",
"01089099999","2025-04-28T20:20:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","010,1,N,0046,1","99999,9,9,Y","009900,5,9,9","-0030,1","-0070,1","99999,9",,,,,,,,,,,"10120,1,99999,9",,,,,,,"MET070METAR ENKR 282020Z 01009KT CAVOK M03/M07 Q1012 RMK WIND 731FT 01013KT=",
"01089099999","2025-04-28T20:50:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","010,1,N,0036,1","99999,9,9,Y","009900,5,9,9","-0030,1","-0070,1","99999,9",,,,,,,,,,,"10120,1,99999,9",,,,,,,"MET070METAR ENKR 282050Z 01007KT CAVOK M03/M07 Q1012 RMK WIND 731FT 34010KT=",
"01089099999","2025-04-28T21:20:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","350,1,N,0036,1","99999,9,9,Y","009900,5,9,9","-0030,1","-0080,1","99999,9",,,,,,,,,,,"10120,1,99999,9",,,,,,,"MET070METAR ENKR 282120Z 35007KT CAVOK M03/M08 Q1012 RMK WIND 731FT 32005KT=",
"01089099999","2025-04-28T22:50:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","350,1,N,0046,1","01250,1,C,N","009999,1,9,9","-0030,1","-0070,1","99999,9",,,,"02,1,+00853,1,99,9","04,1,+01250,1,99,9","08,1,+01707,1,99,9","9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00853,1,99,9,99,9",,,"10120,1,99999,9",,,,,,,"MET104METAR ENKR 282250Z AUTO 35009KT 9999 FEW028/// SCT041/// OVC056/// M03/M07 Q1012 RMK WIND 731FT 35012KT=",
"01089099999","2025-04-28T23:00:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-12","99999","V020","320,1,N,0040,1","99999,9,9,N","999999,9,9,9","-0034,1","-0063,1","10130,1",,,,,,,,,"240,M,-0033,1","240,N,-0038,1","99999,9,10021,1","2,1,003,1,+999,9",,,,"3,99,0070,1,999",,"SYN07601089 46/// /3204 11034 21063 30021 40130 52003 333 11033 21038 90710 91107=",
"01089099999","2025-04-28T23:20:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","330,1,N,0046,1","01798,1,C,N","009999,1,9,9","-0040,1","-0060,1","99999,9",,,,"08,1,+01798,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,08,1,99,9,01798,1,99,9,99,9",,,"10120,1,99999,9",,,,,,,"MET084METAR ENKR 282320Z AUTO 33009KT 9999 OVC059/// M04/M06 Q1012 RMK WIND 731FT 32011KT=",
"01089099999","2025-04-28T23:50:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","310,1,N,0036,1","01829,1,C,N","009999,1,9,9","-0040,1","-0070,1","99999,9",,,,"07,1,+01829,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,07,1,99,9,01829,1,99,9,99,9",,,"10120,1,99999,9",,,,,,,"MET084METAR ENKR 282350Z AUTO 31007KT 9999 BKN060/// M04/M07 Q1012 RMK WIND 731FT 32009KT=",
"01089099999","2025-04-29T00:00:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-12","99999","V020","270,1,N,0040,1","99999,9,9,N","999999,9,9,9","-0045,1","-0067,1","10131,1",,,,,,,,,"120,M,-0034,1","120,N,-0045,1","99999,9,10021,1","2,1,002,1,+999,9",,,,"3,99,0060,1,999",,"SYN07601089 46/// /2704 11045 21067 30021 40131 52002 333 11034 21045 90710 91106=",
"01089099999","2025-04-29T00:20:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","999,9,V,0010,1","99999,9,9,N","009999,1,9,9","-0060,1","-0080,1","99999,9",,,,"04,1,+01768,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,01768,1,99,9,99,9",,,"10120,1,99999,9",,,,,,,"MET084METAR ENKR 290020Z AUTO VRB02KT 9999 SCT058/// M06/M08 Q1012 RMK WIND 731FT 30010KT=",
"01089099999","2025-04-29T00:50:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","330,1,N,0051,1","22000,1,9,N","009999,1,9,9","-0040,1","-0070,1","99999,9",,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10120,1,99999,9",,,,,,,"MET078METAR ENKR 290050Z AUTO 33010KT 9999 NCD M04/M07 Q1012 RMK WIND 731FT 30009KT=",
"01089099999","2025-04-29T01:00:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-12","99999","V020","310,1,N,0060,1","99999,9,9,N","999999,9,9,9","-0042,1","-0067,1","10132,1",,,,,,,,,"240,M,-0040,1","240,N,-0060,1","99999,9,10022,1","2,1,003,1,+999,9",,,,"3,99,0080,1,999",,"SYN07601089 46/// /3106 11042 21067 30022 40132 52003 333 11040 21060 90710 91108=",
"01089099999","2025-04-29T01:20:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","320,1,N,0057,1","01494,1,C,N","009999,1,9,9","-0040,1","-0070,1","99999,9",,,,"07,1,+01494,1,99,9","07,1,+01798,1,99,9",,"9,AGL   ,+99999,+99999","99,99,9,07,1,99,9,01494,1,99,9,99,9",,,"10120,1,99999,9",,,,,,,"MET094METAR ENKR 290120Z AUTO 32011KT 9999 BKN049/// BKN059/// M04/M07 Q1012 RMK WIND 731FT 32011KT=",
"01089099999","2025-04-29T01:50:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","330,1,N,0051,1","01737,1,9,N","009999,1,9,9","-0040,1","-0070,1","99999,9",,,,"02,1,+01219,1,99,9","07,1,+01737,1,99,9",,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,01219,1,99,9,99,9",,,"10120,1,99999,9",,,,,,,"MET094METAR ENKR 290150Z AUTO 33010KT 9999 FEW040/// BKN057/// M04/M07 Q1012 RMK WIND 731FT 33013KT=",
"01089099999","2025-04-29T02:00:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-12","99999","V020","310,1,N,0060,1","99999,9,9,N","999999,9,9,9","-0035,1","-0063,1","10131,1",,,,,,,,,"240,M,-0035,1","240,N,-0042,1","99999,9,10022,1","2,1,001,1,+999,9",,,,"3,99,0080,1,999",,"SYN07601089 46/// /3106 11035 21063 30022 40131 52001 333 11035 21042 90710 91108=",
"01089099999","2025-04-29T02:20:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","310,1,N,0057,1","01189,1,C,N","009999,1,9,9","-0040,1","-0060,1","99999,9",,,,"02,1,+00975,1,99,9","04,1,+01189,1,99,9","08,1,+01646,1,99,9","9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00975,1,99,9,99,9",,,"10120,1,99999,9",,,,,,,"MET104METAR ENKR 290220Z AUTO 31011KT 9999 FEW032/// SCT039/// OVC054/// M04/M06 Q1012 RMK WIND 731FT 32015KT=",
"01089099999","2025-04-29T02:50:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","310,1,N,0051,1","01737,1,9,N","009999,1,9,9","-0040,1","-0070,1","99999,9",,,,"02,1,+01036,1,99,9","07,1,+01737,1,99,9",,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,01036,1,99,9,99,9",,,"10120,1,99999,9",,,,,,,"MET083METAR ENKR 290250Z 31010KT 9999 FEW034 BKN057 M04/M07 Q1012 RMK WIND 731FT 31012KT=",
"01089099999","2025-04-29T03:00:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-12","99999","V020","280,1,N,0040,1","99999,9,9,N","999999,9,9,9","-0038,1","-0061,1","10132,1",,,,,,,,,"240,M,-0035,1","240,N,-0039,1","99999,9,10022,1","2,1,001,1,+999,9",,,,"3,99,0090,1,999",,"SYN07601089 46/// /2804 11038 21061 30022 40132 52001 333 11035 21039 90710 91109=",
"01089099999","2025-04-29T03:20:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","300,1,N,0041,1","01737,1,C,N","009999,1,9,9","-0040,1","-0070,1","99999,9",,,,"02,1,+01036,1,99,9","04,1,+01737,1,99,9",,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,01036,1,99,9,99,9",,,"10120,1,99999,9",,,,,,,"MET083METAR ENKR 290320Z 30008KT 9999 FEW034 SCT057 M04/M07 Q1012 RMK WIND 731FT 30010KT=",
"01089099999","2025-04-29T03:50:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","310,1,N,0057,1","99999,9,9,Y","009900,5,9,9","-0030,1","-0080,1","99999,9",,,,,,,,,,,"10120,1,99999,9",,,,,,,"MET070METAR ENKR 290350Z 31011KT CAVOK M03/M08 Q1012 RMK WIND 731FT 31013KT=",
"01089099999","2025-04-29T04:00:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-12","99999","V020","310,1,N,0070,1","99999,9,9,N","999999,9,9,9","-0027,1","-0065,1","10132,1",,,,,,,,,"240,M,-0027,1","240,N,-0045,1","99999,9,10023,1","4,1,000,1,+999,9",,,,"3,99,0100,1,999",,"SYN07601089 46/// /3107 11027 21065 30023 40132 54000 333 11027 21045 90710 91110=",
"01089099999","2025-04-29T04:20:00","4","69.725611","29.893011","86.25","HOYBUKTMOEN KIRKENES, NO","FM-15","99999","V020","330,1,N,0051,1","01676,1,9,N","009999,1,9,9","-0030,1","-0070,1","99999,9",,,,"02,1,+01250,1,99,9","07,1,+01676,1,99,9",,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,01250,1,99,9,99,9",,,"10120,1,99999,9",,,,,,,"MET083METAR ENKR 290420Z 33010KT 9999 FEW041 BKN055 M03/M07 Q1012 RMK WIND 731FT 33015KT=",
